observation_count,country,country_code,state,state_code,latitude,longitude,observation_date,year
1,Argentina,AR,Córdoba,AR-X,-31.6506886,-63.957284,2017-10-16,2017
1,Canada,CA,British Columbia,CA-BC,49.6728,-124.9278,1938-01-02,1938
0,Canada,CA,British Columbia,CA-BC,49.2212972,-123.1400871,1961-07-24,1961
60,Canada,CA,British Columbia,CA-BC,49.2318072,-123.0784392,1962-12-15,1962
1,Canada,CA,British Columbia,CA-BC,49.2812874,-123.1209898,1963-02-23,1963
2,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1963-04-13,1963
6,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1963-08-25,1963
4,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1964-01-12,1964
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1964-07-12,1964
0,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1964-07-09,1964
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1964-07-10,1964
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1964-07-12,1964
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1964-11-22,1964
3,Canada,CA,British Columbia,CA-BC,49.215211,-123.0525501,1966-07-15,1966
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-06-01,1967
3,Canada,CA,British Columbia,CA-BC,49.2212972,-123.1400871,1967-08-12,1967
3,Canada,CA,British Columbia,CA-BC,49.354279,-123.2586365,1967-08-11,1967
6,Canada,CA,British Columbia,CA-BC,49.2036914,-122.9145241,1967-08-13,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-27,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-25,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-18,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-30,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-23,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-09-19,1967
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1967-10-14,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-10-14,1967
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1967-10-29,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-10-01,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-23,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-20,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-21,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-08,1967
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1967-11-19,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-19,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1967-11-18,1967
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1967-12-22,1967
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-16,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-10,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-01-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-11,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-01-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-29,1968
2,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-23,1968
1,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-01-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-30,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-01-31,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1968-02-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-02-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-28,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-02-11,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-02-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-02-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-02-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-23,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-16,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-14,1968
0,Canada,CA,British Columbia,CA-BC,49.2398989,-123.1329846,1968-02-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-02-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2767648,-123.1420612,1968-02-13,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-02-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-23,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-17,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-03-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-25,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-03-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-05,1968
0,Canada,CA,British Columbia,CA-BC,49.27412,-123.1621027,1968-03-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-16,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-03-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-28,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-04-11,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1968-05-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-28,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-31,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-11,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-05-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-14,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-30,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-20,1968
0,Canada,CA,British Columbia,CA-BC,49.0750922,-123.1089306,1968-05-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-29,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-05-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-16,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-05-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-11,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-23,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-30,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-14,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-28,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-09,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-06-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2558145,-123.1127608,1968-06-01,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-06-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-25,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-13,1968
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1968-06-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-06-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1968-07-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-29,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-18,1968
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1968-07-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-23,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-16,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-07-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-31,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-25,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-19,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-07-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-28,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-14,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-20,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-07-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1968-07-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-11,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-30,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-07-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-23,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-25,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-08-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-09,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-16,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-08-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-06,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-10,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-21,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-31,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-11,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-26,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-14,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-08-20,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-03,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-05,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-09-26,1968
0,Canada,CA,British Columbia,CA-BC,49.3404219,-123.0308247,1968-09-05,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-15,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-06,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-09-29,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-09-06,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-09-21,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-09-25,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-18,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-09-25,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-09-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-09-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2791166,-123.1176424,1968-09-03,1968
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1968-10-02,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-17,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-10-03,1968
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1968-10-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-10-12,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-07,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-03,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-25,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-10-14,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-27,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-21,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-10-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-10-01,1968
1,Canada,CA,British Columbia,CA-BC,49.26401,-123.1682503,1968-11-02,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-11-08,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-02,1968
0,Canada,CA,British Columbia,CA-BC,49.2553029,-122.9459381,1968-11-03,1968
0,Canada,CA,British Columbia,CA-BC,49.09744,-123.16584,1968-11-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-03,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-01,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-05,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-11-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-07,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-22,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-13,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-15,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-11-20,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-12-30,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-12-04,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-12-24,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-12-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-12-19,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-12-03,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-12-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-12-05,1968
0,Canada,CA,British Columbia,CA-BC,49.2966697,-123.0491924,1968-12-17,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1968-12-18,1968
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1968-12-06,1968
1,Canada,CA,British Columbia,CA-BC,49.2633518,-123.1384778,1968-12-14,1968
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-01-02,1969
