observation_count,country,country_code,state,state_code,latitude,longitude,observation_date,year
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-04,1969
3,Canada,CA,British Columbia,CA-BC,49.0193245,-122.8015065,1969-01-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-01-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-24,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-02-11,1969
1,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-27,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-16,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-13,1969
1,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-02-27,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-12,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-02-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-10,1969
1,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-26,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-02-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1969-02-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-02-11,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-03-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-23,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-03-13,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2461749,-123.1876496,1969-03-29,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-21,1969
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1969-03-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-15,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2467416,-123.0235291,1969-03-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-11,1969
1,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-10,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-03-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-27,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-03-16,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-03-26,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-18,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-23,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-15,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-04-29,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-04-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-14,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-04-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-28,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-04-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-16,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-04-17,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-22,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-04-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-13,1969
1,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1969-05-16,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-27,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-14,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-31,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-05-06,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-30,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-09,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-05-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-17,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-21,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-01,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-26,1969
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1969-05-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1969-05-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-16,1969
0,Canada,CA,British Columbia,CA-BC,49.2341051,-123.1396365,1969-05-31,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-05-31,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-15,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-03,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1969-05-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-22,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-05-02,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-12,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-05-04,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-01,1969
1,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1969-06-10,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-06-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-22,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-20,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-06-22,1969
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1969-06-10,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-06-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-02,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-06-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-26,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-06-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-04,1969
0,Canada,CA,British Columbia,CA-BC,49.09744,-123.16584,1969-06-26,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-06-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-06-19,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-07-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-29,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-23,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-01,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-07-11,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-04,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-22,1969
0,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1969-07-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-16,1969
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1969-07-15,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-07-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-17,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-15,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-07-31,1969
2,Canada,CA,British Columbia,CA-BC,49.1610527,-123.1050682,1969-07-13,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-07-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-09,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-07-04,1969
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1969-07-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-28,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-07-15,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-07-18,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-07-01,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-08-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-25,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-08-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-08,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-29,1969
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-08-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2598119,-123.2236015,1969-08-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-17,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-08-18,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-26,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-04,1969
0,Canada,CA,British Columbia,CA-BC,49.2598119,-123.2236015,1969-08-03,1969
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1969-08-01,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-16,1969
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-08-17,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-13,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-18,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-08-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-09,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-08,1969
10,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-09-29,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-09-30,1969
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1969-09-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-10,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-09-11,1969
10,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-09-29,1969
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-09-20,1969
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1969-09-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-09-25,1969
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-09-13,1969
2,Canada,CA,British Columbia,CA-BC,49.231635,-122.8928089,1969-09-11,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-27,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-06,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-23,1969
2,Canada,CA,British Columbia,CA-BC,49.2036914,-122.9145241,1969-10-11,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-21,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-02,1969
5,Canada,CA,British Columbia,CA-BC,49.1610527,-123.1050682,1969-10-11,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-10-04,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-10-04,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-10-08,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-10-02,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-11-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-10,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-19,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-05,1969
6,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1969-11-23,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-11-11,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-11-23,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-28,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-07,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-17,1969
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1969-11-23,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-11-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-11-18,1969
0,Canada,CA,British Columbia,CA-BC,49.1496013,-123.1534767,1969-12-12,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-12-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-01,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-04,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-19,1969
15,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1969-12-21,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-03,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-30,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-23,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-13,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-05,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-16,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-31,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-29,1969
0,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1969-12-24,1969
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1969-12-24,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1969-12-15,1969
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-10,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-04,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-05,1970
0,Canada,CA,British Columbia,CA-BC,49.1,-122.9955556,1970-01-10,1970
6,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-01-31,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-08,1970
5,Canada,CA,British Columbia,CA-BC,49.1,-122.9955556,1970-01-10,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-01-13,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-02,1970
2,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-01-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-13,1970
2,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-01-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-11,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-01-08,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-01-02,1970
6,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-01-31,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-01-07,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-01-14,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-05,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-02-05,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-03,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-10,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-04,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-14,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-15,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-07,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-02-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-09,1970
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1970-02-08,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-02-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-03-31,1970
4,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-03-01,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-03-18,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-03-26,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-03-28,1970
4,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-03-01,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-03-24,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-04-20,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-24,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-04-29,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-30,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-15,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-17,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-10,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-04-25,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-04-09,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-28,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-04-01,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-04-30,1970
0,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-04-26,1970
0,Canada,CA,British Columbia,CA-BC,49.2629877,-123.2458305,1970-04-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-05-10,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-05-02,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-05-10,1970
1,Canada,CA,British Columbia,CA-BC,49.2268,-123.01754,1970-05-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-05-12,1970
10,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-05-01,1970
1,Canada,CA,British Columbia,CA-BC,49.29993,-123.1169,1970-06-02,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-06-25,1970
2,Canada,CA,British Columbia,CA-BC,49.27489,-123.21016,1970-06-03,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-06-28,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-06-28,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-06-30,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-06-27,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-06-30,1970
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1970-06-27,1970
0,Canada,CA,British Columbia,CA-BC,49.2629877,-123.2458305,1970-07-20,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-28,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-07-14,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-01,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-06,1970
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1970-07-18,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-16,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-07-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-07-04,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-08-31,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-18,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-08-26,1970
0,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1970-08-31,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-28,1970
1,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-08-30,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-08-19,1970
0,Canada,CA,British Columbia,CA-BC,49.2629877,-123.2458305,1970-08-17,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-24,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-25,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-27,1970
15,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-08-04,1970
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1970-08-29,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-08-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-05,1970
